time,com_x,com_y,r_com_x,r_com_y,cp_1_x,cp_1_y,cp_2_x,cp_2_y,cp_3_x,cp_3_y,cp_4_x,cp_4_y,r_cp_1_x,r_cp_1_y,r_cp_2_x,r_cp_2_y,r_cp_3_x,r_cp_3_y,r_cp_4_x,r_cp_4_y,st_icm_2,st_sp_2,st_raw_2,st_org_2,r_st_2,st_2,tan_sp_2,tan_icm_2,v_icm_2,v_sp_2,v_2,d_2
     6.2445,    0.563903, -0.00713244,    0.569265,  -0.0069363,    0.478329,    0.222718,    0.488277,   -0.220428,    -0.63801,      0.2226,   -0.628341,   -0.220354,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677256,   0.0112454,    0.068336,    0.068336, 0.000610395, 0.000601929,    0.615507,           1,         0.2,     -2.1395,    0.197864,           1
    6.25225,    0.564688, -0.00713108,    0.570265,  -0.0069363,    0.478393,    0.222722,    0.488345,   -0.220425,   -0.637938,    0.222601,   -0.628275,   -0.220353,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677252,    0.011649,   0.0683361,   0.0683361,  0.00061088, 0.000609133,    0.618327,           1,         0.2,    -2.15643,    0.197847,           1
      6.259,    0.565524, -0.00712899,    0.571265,  -0.0069363,      0.4784,    0.222723,    0.488351,   -0.220424,   -0.637932,    0.222602,   -0.628269,   -0.220352,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677266,   0.0118309,   0.0683376,   0.0683376, 0.000610992, 0.000607711,    0.618597,           1,         0.2,     -2.1637,     0.19784,           1
      6.266,     0.56783, -0.00712661,    0.572265,  -0.0069363,    0.478394,    0.222723,    0.488349,   -0.220422,   -0.637932,    0.222601,   -0.628278,   -0.220353,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677279,   0.0120205,   0.0683375,   0.0683375, 0.000609641, 0.000610992,    0.618498,           1,         0.2,    -2.16618,    0.197837,           1
     6.2735,    0.568724,   -0.007125,    0.573265,  -0.0069363,    0.478355,    0.222723,    0.488315,   -0.220422,   -0.637966,    0.222598,   -0.628324,   -0.220356,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677287,   0.0121173,   0.0683364,   0.0683364, 0.000607652, 0.000616931,    0.617077,           1,         0.2,    -2.16287,    0.197841,           1
    6.28025,    0.570069, -0.00712409,    0.574265,  -0.0069363,    0.478366,    0.222719,    0.488325,   -0.220426,   -0.637955,    0.222593,   -0.628313,    -0.22036,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677307,    0.011893,   0.0683408,   0.0683408, 0.000610139, 0.000615095,    0.617522,           1,         0.2,    -2.16293,     0.19784,           1
     6.2865,    0.571582, -0.00712144,    0.575265,  -0.0069363,    0.478281,    0.222712,    0.488242,   -0.220433,   -0.638039,    0.222584,   -0.628402,    -0.22037,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677325,    0.011489,   0.0683441,   0.0683441, 0.000611645, 0.000618513,    0.614084,           1,         0.2,    -2.15275,    0.197851,           1
    6.29775,    0.573142, -0.00711854,    0.576265,  -0.0069363,    0.478149,    0.222703,    0.488112,   -0.220441,    -0.63817,    0.222572,   -0.628539,   -0.220382,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677342,    0.010934,   0.0683462,   0.0683462, 0.000611975, 0.000614971,    0.608658,           1,         0.2,    -2.13304,     0.19787,           1
    6.30625,    0.573913, -0.00711583,    0.577265,  -0.0069363,    0.477976,    0.222691,    0.487939,   -0.220453,   -0.638347,    0.222558,   -0.628717,   -0.220396,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677356,   0.0101834,   0.0683473,   0.0683473, 0.000611681, 0.000616162,    0.601304,           1,         0.2,    -2.10449,    0.197899,           1
    6.31275,    0.575508, -0.00711312,    0.578265,  -0.0069363,    0.477733,    0.222679,    0.487694,   -0.220465,   -0.638595,    0.222543,   -0.628966,   -0.220411,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677373,  0.00930497,   0.0683464,   0.0683464, 0.000609079, 0.000610684,    0.590799,           1,         0.2,    -2.06443,    0.197939,           1
     6.3195,    0.576338, -0.00711175,    0.579265,  -0.0069363,    0.477466,    0.222663,    0.487424,    -0.22048,   -0.638867,    0.222526,   -0.629236,   -0.220428,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677386,  0.00822675,   0.0683445,   0.0683445, 0.000605954, 0.000607528,     0.57896,           1,         0.2,     -2.0171,    0.197987,           1
    6.32625,    0.577183,  -0.0071134,    0.580265,  -0.0069363,    0.477476,    0.222656,    0.487434,   -0.220487,   -0.638858,    0.222518,   -0.629227,   -0.220436,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677388,  0.00733112,   0.0683481,   0.0683481, 0.000609265, 0.000607444,    0.579385,           1,         0.2,    -1.99828,    0.198005,           1
    6.33325,    0.577825, -0.00710978,    0.581265,  -0.0069363,    0.477263,     0.22264,    0.487217,   -0.220504,   -0.639076,    0.222501,   -0.629443,   -0.220452,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677395,  0.00605894,   0.0683514,   0.0683514, 0.000611873, 0.000598456,    0.569703,           1,         0.2,    -1.96579,    0.198038,           1
       6.34,    0.579302, -0.00710776,    0.582265,  -0.0069363,    0.477055,    0.222615,    0.487006,   -0.220527,   -0.639291,    0.222476,   -0.629653,   -0.220477,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677402,  0.00421655,   0.0683583,   0.0683583, 0.000618012, 0.000594803,    0.560099,           1,         0.2,    -1.92834,    0.198076,           1
    6.34525,    0.579943, -0.00710368,    0.583265,  -0.0069363,    0.476825,    0.222605,    0.486772,   -0.220538,   -0.639527,    0.222465,   -0.629883,   -0.220487,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677406,  0.00284939,   0.0683581,   0.0683581, 0.000617462, 0.000592005,    0.549299,           1,         0.2,    -1.88648,    0.198118,           1
       6.35,    0.580568, -0.00710089,    0.584265,  -0.0069363,    0.476599,    0.222597,     0.48654,   -0.220547,   -0.639759,    0.222456,   -0.630108,   -0.220495,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,     0.06774,  0.00168767,   0.0683539,   0.0683539, 0.000613887, 0.000586125,    0.538424,           1,         0.2,    -1.84304,    0.198161,           1
      6.355,    0.581218, -0.00710219,    0.585265,  -0.0069363,    0.476628,    0.222584,    0.486569,    -0.22056,    -0.63973,    0.222443,   -0.630079,   -0.220508,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677392, 0.000411115,   0.0683591,   0.0683591, 0.000619911, 0.000587151,    0.539795,           1,         0.2,    -1.82607,    0.198178,           1
        6.36,     0.581748,  -0.00709884,     0.586265,   -0.0069363,     0.476484,     0.222574,     0.486421,    -0.220567,    -0.639879,     0.222436,    -0.630223,    -0.220515,     0.477479,     0.222793,     0.477511,    -0.220554,    -0.631783,     0.222808,    -0.631891,    -0.220386,    0.0677386, -0.000632336,    0.0683599,    0.0683599,  0.000621319,  0.000589526,     0.532752,            1,          0.2,     -1.80256,     0.198202,            1
      6.365,    0.582326, -0.00709602,    0.587265,  -0.0069363,    0.476362,    0.222568,    0.486293,   -0.220575,   -0.640005,    0.222431,   -0.630342,    -0.22052,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677376, -0.00156086,   0.0683588,   0.0683588, 0.000621167,  0.00058175,    0.526629,           1,         0.2,    -1.77825,    0.198226,           1
    6.37075,     0.58299, -0.00709609,    0.588265,  -0.0069363,    0.476379,    0.222561,     0.48631,   -0.220582,   -0.639988,    0.222423,   -0.630325,   -0.220527,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677365, -0.00243233,    0.068362,    0.068362, 0.000625491, 0.000583018,    0.527456,           1,         0.2,    -1.76854,    0.198236,           1
      6.376,    0.583563, -0.00709336,    0.589265,  -0.0069363,     0.47629,    0.222557,    0.486216,   -0.220585,    -0.64008,    0.222422,    -0.63041,   -0.220527,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677352, -0.00306925,   0.0683612,   0.0683612, 0.000625947,  0.00057797,    0.522887,           1,         0.2,     -1.7541,     0.19825,           1
    6.38075,    0.584221, -0.00709215,    0.590265,  -0.0069363,    0.476298,    0.222554,    0.486218,   -0.220587,   -0.640075,    0.222422,   -0.630394,   -0.220526,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677333, -0.00349187,   0.0683606,   0.0683606, 0.000627257, 0.000577565,    0.523007,           1,         0.2,    -1.74746,    0.198257,           1
    6.38525,    0.584932, -0.00709175,    0.591265,  -0.0069363,    0.476298,    0.222555,    0.486218,   -0.220587,   -0.640075,    0.222422,   -0.630394,   -0.220525,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677326, -0.00365776,   0.0683601,   0.0683601, 0.000627541, 0.000578297,    0.522982,           1,         0.2,    -1.74424,     0.19826,           1
      6.391,    0.585591,  -0.0070916,    0.592265,  -0.0069363,    0.476414,     0.22256,     0.48633,   -0.220583,   -0.639956,    0.222429,   -0.630267,   -0.220516,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677303, -0.00346361,   0.0683599,   0.0683599, 0.000629566, 0.000580669,    0.528419,           1,         0.2,     -1.7546,     0.19825,           1
      6.397,      0.5862, -0.00709136,    0.593265,  -0.0069363,    0.476405,    0.222564,    0.486321,   -0.220578,   -0.639965,    0.222434,   -0.630276,   -0.220512,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,    0.067729, -0.00310602,   0.0683568,   0.0683568, 0.000627812, 0.000581883,    0.527984,           1,         0.2,    -1.75853,    0.198246,           1
    6.40175,     0.58683, -0.00709299,    0.594265,  -0.0069363,    0.476643,    0.222569,    0.486556,   -0.220571,   -0.639725,    0.222443,   -0.630028,   -0.220501,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677273, -0.00248884,   0.0683594,   0.0683594, 0.000632043, 0.000589007,    0.539168,           1,         0.2,    -1.78571,    0.198219,           1
     6.4065,    0.587429, -0.00709174,    0.595265,  -0.0069363,    0.476616,    0.222584,    0.486529,   -0.220557,   -0.639751,    0.222458,   -0.630055,   -0.220487,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677247, -0.00134081,   0.0683498,   0.0683498, 0.000625071, 0.000591317,    0.537888,           1,         0.2,     -1.7953,    0.198209,           1
     6.41275,     0.588088,  -0.00709529,     0.596265,   -0.0069363,     0.476945,     0.222593,     0.486858,    -0.220548,    -0.639414,     0.222469,    -0.629715,    -0.220474,     0.477479,     0.222793,     0.477511,    -0.220554,    -0.631783,     0.222808,    -0.631891,    -0.220386,    0.0677243, -0.000275376,    0.0683539,    0.0683539,  0.000629602,  0.000596159,     0.553278,            1,          0.2,     -1.83623,     0.198168,            1
    6.41775,     0.58877, -0.00710027,    0.597265,  -0.0069363,    0.477335,    0.222613,    0.487249,   -0.220527,   -0.639014,    0.222492,   -0.629316,    -0.22045,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677217,  0.00144952,   0.0683568,   0.0683568, 0.000635078, 0.000608257,    0.571116,           1,         0.2,     -1.8998,    0.198104,           1
      6.423,    0.589402, -0.00710194,    0.598265,  -0.0069363,    0.477315,    0.222624,    0.487228,   -0.220516,   -0.639035,    0.222503,   -0.629336,   -0.220439,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677217,  0.00285565,   0.0683515,   0.0683515, 0.000629845, 0.000608067,    0.570197,           1,         0.2,    -1.92469,    0.198079,           1
    6.42875,    0.590272, -0.00710392,    0.599265,  -0.0069363,    0.477853,    0.222638,     0.48777,   -0.220502,   -0.638484,    0.222518,   -0.628789,   -0.220423,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677199,  0.00416907,   0.0683614,   0.0683614,  0.00064156, 0.000623088,    0.594084,           1,         0.2,    -2.00024,    0.198004,           1
    6.43375,    0.591258, -0.00710107,    0.600265,  -0.0069363,    0.478238,    0.222665,    0.488161,   -0.220473,   -0.638088,    0.222547,     -0.6284,   -0.220393,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677189,  0.00621412,   0.0683647,   0.0683647, 0.000645781, 0.000634166,    0.610669,           1,         0.2,    -2.07946,    0.197925,           1
     6.4395,    0.592894,   -0.007097,    0.601265,  -0.0069363,    0.478168,    0.222708,     0.48809,   -0.220431,   -0.638158,    0.222591,    -0.62847,    -0.22035,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,    0.067716,  0.00948739,   0.0683341,   0.0683341, 0.000618013, 0.000636074,     0.60773,           1,         0.2,    -2.10163,    0.197902,           1
    6.44725,    0.593706, -0.00710615,    0.602265,  -0.0069363,    0.478719,    0.222725,    0.488649,   -0.220413,   -0.637591,    0.222608,   -0.627915,   -0.220331,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677159,   0.0114623,   0.0683358,   0.0683358, 0.000619928, 0.000650043,    0.630711,           1,         0.2,     -2.1812,    0.197822,           1
     6.4525,    0.594502, -0.00711752,    0.603265,  -0.0069363,    0.479295,    0.222757,    0.489235,    -0.22038,   -0.636999,     0.22264,   -0.627338,   -0.220299,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677137,   0.0136561,   0.0683391,   0.0683391, 0.000625351, 0.000672902,    0.653678,           1,         0.2,    -2.28833,    0.197715,           1
     6.4575,    0.595211, -0.00712262,    0.604265,  -0.0069363,    0.479271,    0.222772,    0.489212,   -0.220365,   -0.637023,    0.222656,   -0.627362,   -0.220284,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677149,    0.015266,   0.0683308,   0.0683308, 0.000615879, 0.000671431,    0.652785,           1,         0.2,    -2.32233,    0.197681,           1
     6.4625,    0.596198, -0.00712646,    0.605265,  -0.0069363,    0.479676,    0.222799,    0.489627,   -0.220337,   -0.636606,    0.222682,   -0.626962,   -0.220258,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677138,   0.0170157,   0.0683267,   0.0683267, 0.000612881, 0.000679428,     0.66839,           1,         0.2,    -2.38994,    0.197613,           1
    6.46725,    0.597337, -0.00712568,    0.606265,  -0.0069363,    0.479995,    0.222816,    0.489954,    -0.22032,   -0.636277,    0.222698,   -0.626648,   -0.220242,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677147,   0.0182259,     0.06833,     0.06833, 0.000615336, 0.000676926,    0.680278,           1,         0.2,    -2.45726,    0.197546,           1
    6.47225,    0.598314, -0.00712467,    0.607265,  -0.0069363,    0.480065,    0.222829,    0.490027,   -0.220306,   -0.636204,     0.22271,   -0.626579,    -0.22023,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677135,   0.0192634,   0.0683238,   0.0683238, 0.000610291, 0.000681522,    0.682905,           1,         0.2,    -2.48891,    0.197514,           1
    6.47775,    0.599321, -0.00712652,    0.608265,  -0.0069363,    0.480335,    0.222855,    0.490306,    -0.22028,   -0.635926,    0.222736,   -0.626316,   -0.220205,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677142,   0.0207409,   0.0683176,   0.0683176, 0.000603471, 0.000689195,    0.692716,           1,         0.2,    -2.53779,    0.197465,           1
    6.48225,    0.600298, -0.00712677,    0.609265,  -0.0069363,    0.480318,    0.222865,    0.490288,   -0.220269,   -0.635943,    0.222746,   -0.626334,   -0.220195,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677151,    0.021775,   0.0683083,   0.0683083, 0.000593173, 0.000688035,    0.692109,           1,         0.2,    -2.55038,    0.197452,           1
    6.48725,    0.601265, -0.00713301,    0.610265,  -0.0069363,    0.480621,    0.222888,    0.490603,   -0.220245,   -0.635632,    0.222766,   -0.626042,   -0.220175,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,    0.067716,   0.0230248,   0.0683042,   0.0683042, 0.000588117,  0.00070079,    0.702896,           1,         0.2,    -2.59862,    0.197404,           1
     6.4925,    0.602137, -0.00713666,    0.611265,  -0.0069363,    0.480605,    0.222897,    0.490587,   -0.220236,   -0.635648,    0.222776,   -0.626058,   -0.220166,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677171,   0.0239075,   0.0682963,   0.0682963, 0.000579241, 0.000699522,    0.702361,           1,         0.2,    -2.61071,    0.197392,           1
    6.49725,    0.603066, -0.00714387,    0.612265,  -0.0069363,     0.48088,    0.222916,    0.490874,   -0.220216,   -0.635368,    0.222791,   -0.625796,   -0.220151,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,    0.067718,   0.0248918,   0.0682941,   0.0682941, 0.000576052, 0.000697547,    0.711946,           1,         0.2,    -2.65531,    0.197347,           1
     6.5025,    0.603924, -0.00714773,    0.613265,  -0.0069363,    0.480869,    0.222925,    0.490863,   -0.220207,   -0.635379,      0.2228,   -0.625807,   -0.220143,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677188,   0.0256415,   0.0682873,   0.0682873, 0.000568443, 0.000696564,    0.711608,           1,         0.2,    -2.66669,    0.197336,           1
     6.5075,    0.604854, -0.00715275,    0.614265,  -0.0069363,    0.481041,    0.222935,    0.491045,   -0.220196,   -0.635205,    0.222807,   -0.625644,   -0.220135,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677194,   0.0261855,   0.0682867,   0.0682867, 0.000567367,  0.00069439,    0.717529,           1,         0.2,    -2.69605,    0.197306,           1
    6.51275,    0.605943, -0.00715483,    0.615265,  -0.0069363,    0.481192,    0.222951,    0.491204,   -0.220179,   -0.635055,     0.22282,   -0.625505,   -0.220122,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677204,   0.0270054,   0.0682831,   0.0682831, 0.000562768, 0.000698875,    0.722662,           1,         0.2,    -2.72751,    0.197275,           1
    6.51775,    0.607011, -0.00715596,    0.616265,  -0.0069363,    0.481186,    0.222957,    0.491198,   -0.220174,   -0.635061,    0.222826,   -0.625511,   -0.220116,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677211,   0.0275459,    0.068278,    0.068278, 0.000556938, 0.000698022,    0.722477,           1,         0.2,    -2.73539,    0.197267,           1
      6.523,    0.607918, -0.00716009,    0.617265,  -0.0069363,    0.481271,    0.222969,    0.491289,    -0.22016,   -0.634977,    0.222838,    -0.62543,   -0.220105,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677213,   0.0282874,   0.0682711,   0.0682711, 0.000549793, 0.000701343,     0.72537,           1,         0.2,    -2.75082,    0.197251,           1
      6.528,    0.608875, -0.00716473,    0.618265,  -0.0069363,    0.481357,    0.222977,    0.491381,   -0.220151,   -0.634894,    0.222843,   -0.625349,   -0.220099,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677227,    0.028803,   0.0682689,   0.0682689, 0.000546165, 0.000699029,    0.728271,           1,         0.2,    -2.76851,    0.197234,           1
    6.53275,    0.610041, -0.00716872,    0.619265,  -0.0069363,    0.481423,    0.222989,    0.491454,    -0.22014,    -0.63483,     0.22285,   -0.625283,   -0.220091,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677237,   0.0294216,   0.0682643,   0.0682643, 0.000540558,     0.00069,    0.730554,           1,         0.2,    -2.78402,    0.197218,           1
    6.53825,    0.611152, -0.00717132,    0.620265,  -0.0069363,    0.481418,    0.222993,    0.491449,   -0.220135,   -0.634835,    0.222855,   -0.625287,   -0.220086,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,    0.067725,   0.0298426,   0.0682603,   0.0682603, 0.000535325, 0.000688656,    0.730415,           1,         0.2,    -2.78755,    0.197214,           1
    6.54325,     0.61211, -0.00717531,    0.621265,  -0.0069363,    0.481483,    0.222999,     0.49152,   -0.220127,   -0.634774,    0.222858,   -0.625225,   -0.220082,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,    0.067726,   0.0302669,   0.0682575,   0.0682575, 0.000531536, 0.000687416,    0.732618,           1,         0.2,    -2.79892,    0.197203,           1
      6.548,    0.613081, -0.00717813,    0.622265,  -0.0069363,    0.481517,    0.223009,    0.491557,   -0.220118,   -0.634745,    0.222865,    -0.62519,   -0.220075,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677275,   0.0308051,    0.068253,    0.068253, 0.000525543, 0.000685553,    0.733771,           1,         0.2,    -2.80745,    0.197194,           1
    6.55275,    0.614223,  -0.0071807,    0.623265,  -0.0069363,     0.48153,    0.223013,    0.491574,   -0.220113,   -0.634735,    0.222867,   -0.625174,   -0.220071,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677286,   0.0311558,     0.06825,     0.06825, 0.000521468,   0.0006799,    0.734295,           1,         0.2,    -2.81223,     0.19719,           1
    6.55825,    0.615338, -0.00718306,    0.624265,  -0.0069363,    0.481537,    0.223019,    0.491581,   -0.220108,   -0.634728,    0.222873,   -0.625168,   -0.220065,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677299,   0.0315435,   0.0682463,   0.0682463, 0.000516388, 0.000678389,    0.734509,           1,         0.2,    -2.81452,    0.197187,           1
    6.56425,    0.617163, -0.00718793,    0.625265,  -0.0069363,    0.481543,    0.223025,     0.49159,     -0.2201,   -0.634726,    0.222878,   -0.625157,    -0.22006,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677313,   0.0320515,   0.0682408,   0.0682408, 0.000509532,  0.00067523,    0.734804,           1,         0.2,    -2.81654,    0.197185,           1
       6.57,    0.617914, -0.00718982,    0.626265,  -0.0069363,    0.481521,    0.223029,    0.491571,   -0.220096,   -0.634752,    0.222878,   -0.625171,   -0.220057,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677317,   0.0323833,    0.068236,    0.068236,  0.00050438, 0.000660903,    0.734208,           1,         0.2,    -2.81423,    0.197188,           1
     6.5755,    0.618811, -0.00719164,    0.627265,  -0.0069363,    0.481488,    0.223031,    0.491541,   -0.220094,   -0.634787,    0.222878,     -0.6252,   -0.220056,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677319,   0.0326623,   0.0682314,   0.0682314, 0.000499497, 0.000653133,     0.73328,           1,         0.2,    -2.80919,    0.197193,           1
    6.58025,    0.620001, -0.00719464,    0.628265,  -0.0069363,    0.481502,     0.22303,    0.491554,   -0.220095,   -0.634774,    0.222877,   -0.625186,   -0.220057,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,    0.067733,   0.0326637,   0.0682326,   0.0682326, 0.000499611, 0.000652098,      0.7337,           1,         0.2,    -2.80985,    0.197192,           1
     6.5855,    0.621221, -0.00719588,    0.629265,  -0.0069363,    0.481418,     0.22303,    0.491471,   -0.220093,   -0.634863,    0.222876,   -0.625263,   -0.220058,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677339,   0.0328926,   0.0682282,   0.0682282, 0.000494226, 0.000649101,    0.731142,           1,         0.2,    -2.79791,    0.197204,           1
      6.591,    0.622292, -0.00719619,    0.630265,  -0.0069363,    0.481316,    0.223028,    0.491369,   -0.220096,   -0.634969,    0.222872,   -0.625358,    -0.22006,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677342,   0.0329853,   0.0682239,   0.0682239, 0.000489692, 0.000634727,    0.727961,           1,         0.2,    -2.77987,    0.197222,           1
     6.5965,    0.623237, -0.00719814,    0.631265,  -0.0069363,    0.481328,    0.223027,    0.491382,   -0.220097,   -0.634956,    0.222871,   -0.625346,   -0.220061,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677343,   0.0329075,   0.0682245,   0.0682245, 0.000490233, 0.000634662,    0.728348,           1,         0.2,    -2.77676,    0.197225,           1
    6.60175,    0.624037, -0.00719772,    0.632265,  -0.0069363,    0.481244,    0.223021,    0.491297,   -0.220102,   -0.635043,    0.222866,   -0.625424,   -0.220066,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,    0.067734,   0.0328139,   0.0682232,   0.0682232, 0.000489195,  0.00062393,    0.725694,           1,         0.2,    -2.76366,    0.197238,           1
    6.60725,    0.624915, -0.00719683,    0.633265,  -0.0069363,    0.481124,    0.223018,    0.491177,   -0.220104,   -0.635166,    0.222862,   -0.625539,   -0.220069,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677347,   0.0328704,   0.0682193,   0.0682193, 0.000484652, 0.000614157,    0.721866,           1,         0.2,    -2.74268,    0.197259,           1
    6.61275,     0.62586, -0.00719532,    0.634265,  -0.0069363,    0.480981,    0.223015,    0.491032,   -0.220108,   -0.635313,    0.222858,   -0.625677,   -0.220071,    0.477479,    0.222793,    0.477511,   -0.220554,   -0.631783,    0.222808,   -0.631891,   -0.220386,   0.0677343,   0.0329393,   0.0682133,   0.0682133, 0.000478929, 0.000604175,    0.717196,           1,         0.2,    -2.71604,    0.197286,           1
